Date Published,Shortcode,Map Marker,Story Summary,Clusters,History,Location,Page + Discussion?,Address,Map Location,Longitude,Latitude,Year,timelineStart,timelineEnd,Story Type,Category 1,Category 2,Category 3,Category 4,Category 5,Notes,On the Map?,Permanent Link,Image
10/6/2020,FALSE,,TRUE,N/A,Norwegian Trunk,All over WI,Page + Discussion,,,0,0,1800s,1800,1899,Wisc Hist Museum Mini Tour,Ethnicity & Identity,Home Furnishings,Global Connections,Transportation & Tourism,,,No,https://wi101.wisc.edu/2020/10/06/object-history-norwegian-trunk/,
12/9/2017,TRUE,,TRUE,N/A,Graphophone,(No single location),,,,0,0,1886,1886,1886,Object,Art Sport & Entertainment,Science & Medicine,,,,,,https://wi101.wisc.edu/2017/12/09/object-history-graphophone/,
5/2/2019,TRUE,,TRUE,The Hefty-Blum White Barn,The Evolution of a Swiss Barn,"New Glarus, WI",Page + Discussion,"W6303 Hefty Rd, Monticello, WI 53570.","42.764905, -89.674578",-89.672851,42.764519,1878-1978,1878,1878,Related,Manufacturing & Trade,Science & Medicine,Food & Cooking,,,,,https://wi101.wisc.edu/2019/05/02/evolution-of-a-swiss-barn/,
5/1/2017,TRUE,,TRUE,Settlement Cook Book,"Elizabeth ""Lizzie"" Black Kander","Milwaukee, WI",Page + Discussion,,"43.025820, -87.916900",-87.917057,43.025832,1894-1940,1894,1940,Related,Ethnicity & Identity,Religion,Food & Cooking,Global Connections,,,,https://wi101.wisc.edu/2017/05/01/elizabeth-lizzie-black-kander/,
5/1/2017,TRUE,,TRUE,Settlement Cook Book,The Settlement House Movement,(No single location),,,,0,0,1880s-1920s,1880,1929,Related,Home Furnishings,Ethnicity & Identity,Global Connections,Religion,Food & Cooking,,,https://wi101.wisc.edu/2017/05/01/the-settlement-house-movement/,
5/21/2018,TRUE,,TRUE,Lifesaving Medal,The Wreck of Tanner,"Milwaukee Harbour, WI",Page + Discussion,,"43.026698, -87.897025",-87.897747,43.027566,1875,1875,1875,Related,Nature & Environment,Transportation & Tourism,Manufacturing & Trade,,,,,https://wi101.wisc.edu/2018/05/21/tanner-wreck/,
5/21/2018,TRUE,,TRUE,Lifesaving Medal,The Rescuers of Tanner,"Milwaukee Harbour, WI",Page + Discussion,,"43.026698, -87.897025",-87.897747,43.027566,1875,1875,1875,Related,Manufacturing & Trade,Transportation & Tourism,,,,,,https://wi101.wisc.edu/2018/05/21/tanner-rescuers/,
12/9/2017,TRUE,,TRUE,N/A,Galena,(No single location),Page + Discussion,,,0,0,1820s-40s,1820,1849,Wisc Hist Museum Mini Tour,Manufacturing & Trade,Nature & Environment,Science & Medicine,Ethnicity & Identity,,,,https://wi101.wisc.edu/2017/12/09/object-history-galena/,
5/1/2017,TRUE,,TRUE,Settlement Cook Book,The Settlement  ,"Milwaukee, WI",Page + Discussion,"507 S 5th St, Milwaukee, WI 53204","43.025820, -87.916900",-87.917057,43.025832,1900,1900,1900,Related,Home Furnishings,Food & Cooking,Education,,,,,https://wi101.wisc.edu/2017/05/01/the-settlement/,
5/1/2017,TRUE,,TRUE,Settlement Cook Book,Roots of Milwaukee's Settlement House,"Milwaukee, WI",Page + Discussion,,"43.025820, -87.916900",-87.917057,43.025832,1890s,1890,1899,Related,Ethnicity & Identity,Home Furnishings,Food & Cooking,Global Connections,,,,https://wi101.wisc.edu/2017/05/01/roots-of-the-settlement-house/,
9/10/2017,TRUE,,TRUE,Soo Line Engine #1003,Soo Line Engine #1003,(No single location),,,,0,0,1913-1959,,,Object,,,,,,Archive,,https://wi101.wisc.edu/2017/09/10/object-history-s…line-engine-1003/,
6/9/2018,TRUE,TRUE,TRUE,Cupping Kit,Cupping Kit,"Appleton, WI",Page + Discussion,,"44.258827, -88.411687",-88.412257,44.258697,late 1800s,1870,1899,Object,Science & Medicine,,,,,,,https://wi101.wisc.edu/2018/06/09/object-history-cupping-kit/,
5/3/2018,TRUE,,TRUE,Cupping Kit,The Decline of Humoral Theory,(No single location),,,,0,0,late 19th cen.,1870,1899,Related,Science & Medicine,,,,,,,https://wi101.wisc.edu/2018/05/03/decline-of-humoral-theory/,
5/9/2019,TRUE,TRUE,TRUE,Esterly Broadcast Seeder,Esterly Broadcast Seeder,"Whitewater, WI",Page + Discussion,,"42.834869, -88.747040",-88.746761,42.83468,1870s,1870,1879,Object,Manufacturing & Trade,Nature & Environment,Science & Medicine,,,,,https://wi101.wisc.edu/2019/05/09/object-history-e…broadcast-seeder/,
9/10/2017,TRUE,TRUE,TRUE,Sterling Safety Bicycle ,Sterling Safety Bicycle ,"Kenosha, WI ",,,"42.584743, -87.821182",-87.821637,42.584886,1890s,1890,1899,Object,Transportation & Tourism,Manufacturing & Trade,Art Sport & Entertainment,,,,,https://wi101.wisc.edu/2017/09/10/object-history-s…g-safety-bicycle/,
1/9/2018,TRUE,TRUE,TRUE,James D. Williams' Windlass,James D. Williams' Windlass,"North of Platteville, West of Mineral Point",,,"42.822077, -90.414891",-90.418602,42.827697,late1860s-1903,1867,1903,Object,Manufacturing & Trade,Nature & Environment,,,,,,https://wi101.wisc.edu/2018/01/09/object-history-j…illiams-windlass/,
9/10/2017,TRUE,,TRUE,Sterling Safety Bicycle ,The Crab Tree Special,"Ellenboro, WI",,,"42.783940, -90.614080",-90.613719,42.784123,1893,1893,1893,Object,Transportation & Tourism,Manufacturing & Trade,Art Sport & Entertainment,,,,,https://wi101.wisc.edu/2017/09/10/object-history-t…rab-tree-special/,
8/7/2019,FALSE,,FALSE,TBD,Norwegian Communities in Wisconsin,(No single location),,,,0,0,1800s-present,1800,2022,Related,Religion,Ethnicity & Identity,Global Connections,,,,,https://wi101.wisc.edu/2019/08/07/norwegian-communities-in-wisconsin/,
7/1/2017,TRUE,,FALSE,Cherryland T-Shirt,Cherryland Tourism,"Door County, WI",Page + Discussion,,"45.156509, -87.171997",-87.171803,45.156419,1920s-60s,1920,1969,Related,Transportation & Tourism,Manufacturing & Trade,Food & Cooking,,,,,https://wi101.wisc.edu/2017/07/01/cherryland-tourism/,
8/7/2019,FALSE,,FALSE,TBD,Norwegian Women Immigrants,(No single location),,,,0,0,1800s,1800,1899,Related,Ethnicity & Identity,Religion,Global Connections,Clothing & Fashion,Food & Cooking,,,https://wi101.wisc.edu/2019/08/07/norwegian-women-immigrants/,
5/3/2018,TRUE,,TRUE,Cupping Kit,Dr. James T. Reeve,"Appleton, WI",,,"44.258827, -88.411687",-88.412257,44.258697,1854-1906,1854,1906,Related,Science & Medicine,Politics Society & Government,Education,,,,,https://wi101.wisc.edu/2018/05/03/james_reeve/,
8/7/2019,FALSE,,FALSE,TBD,The Emigranten and Other Norwegian-Language Papers,(No single location),,,,0,0,1852-1893,1852,1893,Related,Ethnicity & Identity,Religion,Global Connections,,,,,https://wi101.wisc.edu/2019/08/07/norwegian-language-papers/,
5/21/2018,TRUE,,TRUE,Lifesaving Medal,Early Lifesaving Stations in Wisconsin,"Milwaukee, Sheboygan, Two Rivers, Manitowoc, Port Washington, Racine, Kenosha, and Door County. ",,,"43.026698, -87.897025; 43.754440, -87.700354; 44.145923, -87.565137; 44.088803, -87.650442; 43.387708, -87.866903; 42.734122, -87.771227; 45.244348, -87.112948",0,0,1850s,1850,1859,Related,Nature & Environment,Manufacturing & Trade,Politics Society & Government,Transportation & Tourism,,,,https://wi101.wisc.edu/2018/05/21/lifesaving-stations/,
9/10/2020,FALSE,,FALSE,TBD,Norwegian Geneological Plaque,(No single location),Page + Discussion,,,0,0,1879,1879,1879,Object,Global Connections,Ethnicity & Identity,Art Sport & Entertainment,,,,,https://wi101.wisc.edu/2020/09/10/object-history-n…ealogical-plaque/,
9/10/2017,TRUE,TRUE,TRUE,The Hefty-Blum White Barn,The Hefty-Blum White Barn,"New Glarus, WI",Page + Discussion,"W6303 Hefty Rd, Monticello, WI 53570.","42.764905, -89.674578",-89.672851,42.764519,1878,1878,1878,Object,Manufacturing & Trade,Food & Cooking,Nature & Environment,,,,,https://wi101.wisc.edu/2017/09/10/object-history-t…-blum-white-barn/,
3/9/2019,TRUE,,TRUE,N/A,Lefse Stone,(No single location),Page + Discussion,,,0,0,1840s,1840,1849,Old World Wisconsin Mini Tour,Food & Cooking,Ethnicity & Identity,Global Connections,,,,,https://wi101.wisc.edu/2019/03/09/object-history-lefse-stone/,
9/8/2020,TRUE,,TRUE,Lapham Peak Observation Tower,Increase Lapham and the Founding of the United States Weather Bureau,"Delafield, WI",Page + Discussion,,"43.032513, -88.392395",-88.393029,43.033262,1836-1875,1836,1875,Related,Science & Medicine,Nature & Environment,Politics Society & Government,,,,,https://wi101.wisc.edu/2020/09/08/increase-lapham-…s-weather-bureau/,
5/9/2018,TRUE,,TRUE,Yerkes Telescope,"Williams Bay, WI","Williams Bay, WI",Page + Discussion,,"42.574720, -88.555930",-88.556016,42.574998,1835-present,1835,2022,Related,Science & Medicine,Education,,,,,,https://wi101.wisc.edu/2018/05/09/williams-bay/,
9/10/2020,TRUE,,TRUE,N/A,Pasty,(no single location),Page + Discussion,,,0,0,1830s,1830,1839,Wisc Hist Museum Mini Tour,Food & Cooking,Manufacturing & Trade,Global Connections,,,,,https://wi101.wisc.edu/2020/09/10/object-history-pasty/,
9/10/2017,TRUE,TRUE,TRUE,The Muley Sawmill,The Muley Sawmill,"Greenbush, WI",Page + Discussion,,"43.775829, -88.083961",-88.083911,43.775738,1840s-1910s,1840,1919,Object,Manufacturing & Trade,Nature & Environment,Science & Medicine,,,,,https://wi101.wisc.edu/2017/09/10/object-history-the-muley-sawmill/,
11/9/2017,TRUE,TRUE,TRUE,Draft Drum,Draft Drum,"Ozaukee County, WI",Page + Discussion,,"43.443694, -87.913413",-87.910815,43.44863,1862-1864,1862,1864,Object,Politics Society & Government,,,,,,,https://wi101.wisc.edu/2017/11/09/object-history-draft-drum/,
6/7/2017,TRUE,,TRUE,Draft Drum,Kemp Trial,"Ozaukee County, WI",Page + Discussion,,"43.443694, -87.913413",-87.910815,43.44863,1863,1863,1863,Related,Politics Society & Government,,,,,,,https://wi101.wisc.edu/2017/06/07/kemp-trial/,
6/1/2017,TRUE,,TRUE,Draft Drum,Ozaukee County Draft Riot,"Ozaukee County, WI",Page + Discussion,,"43.443694, -87.913413",-87.910815,43.44863,1862,1862,1862,Related,Politics Society & Government,,,,,,,https://wi101.wisc.edu/2017/06/01/ozaukee-county-draft-riot/,
6/7/2018,TRUE,,TRUE,A Hudson's Bay Company Point Blanket Coat,What is a Point Blanket?,(No single location),Page + Discussion,,,0,0,1800s,1800,1899,Related,Manufacturing & Trade,Ethnicity & Identity,Clothing & Fashion,Global Connections,,,,https://wi101.wisc.edu/2018/06/07/point-blanket-coat/,
10/1/2018,TRUE,,TRUE,The Hefty-Blum White Barn,"The Swiss Roots of America's ""Dairyland""","New Glarus, WI",Page + Discussion,,"42.764905, -89.674578",-89.672851,42.764519,early 1800s,1800,1830,Related,Global Connections,Ethnicity & Identity,Manufacturing & Trade,Food & Cooking,,,,https://wi101.wisc.edu/2018/10/01/the-swiss-roots-…ericas-dairyland/,
2/1/2016,TRUE,,TRUE,Bark Spud,The Lumber Industry in Northern Wisconsin ,"Landlade County, WI",Page + Discussion,,"45.148430, -90.364719",-90.365092,45.148712,1880s-present,1880,2022,Related,Manufacturing & Trade,Nature & Environment,Home Furnishings,Clothing & Fashion,,,,https://wi101.wisc.edu/2016/02/01/the-lumber-indus…rthern-wisconsin/,
3/9/2019,TRUE,TRUE,TRUE,Le Maire Sundial,Le Maire Sundial,"Green Bay, WI",Page + Discussion,,"44.513317, -88.013298",-88.013149,44.513088,1750s,1750,1759,Object,Global Connections,Science & Medicine,,,,,,https://wi101.wisc.edu/2019/03/09/object-history-le-maire-sundial/,
5/24/2018,TRUE,,TRUE,Le Maire Sundial,French Wisconsin at Fort la Baye,"Green Bay, WI",,,"44.513317, -88.013298",-88.013149,44.513088,1680s-1761,1680,1761,Related,Manufacturing & Trade,Science & Medicine,Politics Society & Government,Religion,,,,https://wi101.wisc.edu/2018/05/24/french-wisconsin/,
9/11/2018,TRUE,,TRUE,James D. Williams' Windlass,Slavery in Wisconsin,(No single location),Page + Discussion,,,0,0,1670s-1865,1670,1865,Related,Manufacturing & Trade,Politics Society & Government,Ethnicity & Identity,,,,,https://wi101.wisc.edu/2018/09/11/slavery-in-wisconsin/,
10/1/2015,TRUE,,TRUE,CCC Pillow Sham,The Civilian Conservation Corps,(No single location),Page + Discussion,,,0,0,1933-1942,1933,1942,Related,Nature & Environment,Politics Society & Government,,,,,,https://wi101.wisc.edu/2015/10/01/the-civilian-conservation-corps/,
10/1/2015,TRUE,,TRUE,CCC Pillow Sham,An Immigrant Family in Rural Wisconsin,"Antigo, WI",Page + Discussion,,"45.090295, -89.163946",-89.164087,45.087215,1890s-2015,1890,2015,Related,Ethnicity & Identity,Global Connections,Home Furnishings,Clothing & Fashion,Politics Society & Government,,,https://wi101.wisc.edu/2015/10/01/an-immigrant-fam…-rural-wisconsin/,
10/1/2015,TRUE,,TRUE,CCC Pillow Sham,Daily Life in the Civilian Conservation Corps,"Elcho, WI",Page + Discussion,,"45.436020, -89.183273",-89.183134,45.435954,1933,1933,1933,Related,Nature & Environment,Education,Home Furnishings,Politics Society & Government,,,,https://wi101.wisc.edu/2015/10/01/daily-life-in-th…nversation-corps/,
9/10/2018,TRUE,,TRUE,N/A,Trade Blanket,(No single location),Page + Discussion,,,0,0,1634-1763,1634,1763,Wisc Hist Museum Mini Tour,Manufacturing & Trade,Ethnicity & Identity,Global Connections,Clothing & Fashion,,,,https://wi101.wisc.edu/2018/09/10/object-history-trade-blanket/,
5/21/2018,TRUE,,TRUE,Le Maire Sundial,French Cartography in the Great Lakes,"Western shores of Lake Michigan; Green Bay, WI",,,"44.663511, -87.427539",-87.397584,44.675505,1600s,1600,1699,Related,Science & Medicine,Religion,Global Connections,Nature & Environment,,,,https://wi101.wisc.edu/2018/05/21/french-cartography/,
9/9/2020,TRUE,TRUE,TRUE,N/A,Aztalan Fishing Weir,"Aztalan, WI",Page + Discussion,,"43.068268, -88.857572",-88.862701,43.070653,10th-13th cen.,900,1299,Wisc Hist Museum Mini Tour,Nature & Environment,Ethnicity & Identity,Food & Cooking,Manufacturing & Trade,,Needs editing - too informal in tone,,https://wi101.wisc.edu/2020/09/09/object-history-a…lan-fishing-weir/,
5/3/2018,TRUE,,TRUE,Cupping Kit,What is Cupping?,(No single location),,,,0,0,300 B.C. - late 19th cen,-300,1899,Related,Science & Medicine,,,,,,,https://wi101.wisc.edu/2018/05/03/what-is-cupping/,
5/3/2018,TRUE,,TRUE,Cupping Kit,Humoral Medicine and Cupping,(No single location),,,,0,0,300 B.C. - late 19th cen.,-300,1899,Related,Science & Medicine,,,,,,,https://wi101.wisc.edu/2018/05/03/humoral-medicine/,
9/30/2018,TRUE,,TRUE,A Duck Decoy,When Lake Koshkonong was a Marsh,"Lake Koshkonong, WI",Page + Discussion,,"42.853517, -88.939825",-88.942144,42.854175,Pre-historic-1851,-1150,1851,Related,Nature & Environment,Politics Society & Government,Ethnicity & Identity,,,,,https://wi101.wisc.edu/2018/09/30/ake-koshkanong/,
3/7/2016,TRUE,,TRUE,Wilson Place Door,The Arts & Crafts Movement ,(No single location),Page + Discussion,,,0,0,1880s-early 20th cen.,1880,1930,Related,Education,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2016/03/07/the-arts-crafts-movement/,
6/7/2021,TRUE,,,Peshtigo Fire Breastpin,Two Fires,"Chicago, IL; Peshtigo, WI; WIlliamsville, WI;",Page  ,,"41.878113, -87.629799; 45.054428, -87.751167; 44.753930, -87.531393",0,0,1871,,,Related,,,,,,Archive,,https://wi101.wisc.edu/2021/06/07/two-fires/,
6/7/2021,TRUE,,,Peshtigo Fire Breastpin,The Peshtigo Fire in Williamsonville,"Williamsville, WI",Page  ,,"44.753930, -87.531393",-87.526859,44.752416,1871,,,Related,,,,,,Archive,,https://wi101.wisc.edu/2021/06/07/williamsville/,
9/10/2020,TRUE,,,N/A,Nash Car,"Kenosha, WI ",Page  ,,,0,0,1941,,,Wisc Hist Museum Mini Tour,,,,,,Archive (Image is terrible),,https://wi101.wisc.edu/2020/09/10/object-history-nash-car/,
9/10/2020,TRUE,,,Peshtigo Fire Breastpin,Peshtigo Fire Breastpin,"Peshtigo, WI",Page,,"45.054428, -87.751167",-87.751261,45.054172,1871,,,Object,,,,,,Archive,,https://wi101.wisc.edu/2020/09/10/object-history-p…o-fire-breastpin/,
9/9/2020,TRUE,,,N/A,Badger Wheelmen Pin,"Milwaukee, WI",Page  ,,"43.011516, -87.909088",-87.909379,43.010885,1880s-1890s,,,Old World Wisconsin Mini Tour,,,,,,Archive,,https://wi101.wisc.edu/2020/09/09/object-history-badger-wheelmen-pin/,
3/9/2016,TRUE,,TRUE,Wilson Place Door,The Stout Institute and Educational Innovation,"Menomonie, WI",Page + Discussion,"712 Broadway St S, Menomonie, WI 54751","44.888611, -91.929459",-91.929601,44.888562,1891,1891,1891,Related,Education,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2016/03/09/stout_institute/,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,
