Date Published,Shortcode,Map Marker,Story Summary,Clusters,History,Location,Page + Discussion?,Address,Map Location,Longitude,Latitude,Year,timelineStart,timelineEnd,Story Type,Category 1,Category 2,Category 3,Category 4,Category 5,Notes,On the Map?,Permanent Link,Image
9/8/2020,TRUE,TRUE,TRUE,Earlene Fuller's Bowling Shirt,Earlene Fuller's Bowling Shirt,"Milwaukee, WI",Page + Discussion,,"43.059460, -87.885480",-87.885482,43.059462,mid-1990s,1994,1996,Object,Art Sport & Entertainment,Global Connections,Ethnicity & Identity,Clothing & Fashion,,,,https://wi101.wisc.edu/2020/09/08/5225/,
9/8/2020,TRUE,TRUE,TRUE,Happy Days Bowling Shirt Costume,Happy Days Bowling Shirt Costume,"Milwaukee, WI",Page + Discussion,,"42.985839,-87.898556",-87.898556,42.985814,1974-1984,1974,1984,Object,Art Sport & Entertainment,Clothing & Fashion,,,,,,https://wi101.wisc.edu/2020/09/08/happy-days-bowling-shirt-costume/,
9/8/2020,TRUE,,TRUE,Lapham Peak Observation Tower,The Works Projects Administration - An Answer to the Great Depression,(No single location),Page + Discussion,,,0,0,1935-1943,1935,1943,Related,Politics Society & Government,Manufacturing & Trade,Nature & Environment,,,,,https://wi101.wisc.edu/2020/09/08/the-works-projec…great-depression/,
6/9/2019,TRUE,TRUE,TRUE,Door County Bookmobile ,Door County Bookmobile ,"Door County, WI",Page + Discussion,,"45.179630, -87.150009",-87.149274,45.179495,1950,1950,1950,Object,Education,Politics Society & Government,Transportation & Tourism,,,,,https://wi101.wisc.edu/2019/06/09/object-history-d…ounty-bookmobile/,
9/8/2020,TRUE,,TRUE,Potawatomi Beaded 'Soldier Coat',Missionaries and Land Rights: The Story of Erik Morstad and the Potawatomi,"Forest County, WI",Page + Discussion,,"46.109610, -89.304850",-89.304952,46.112476,1894-1913,1894,1913,Related,Politics Society & Government,Nature & Environment,Ethnicity & Identity,Religion,,,,https://wi101.wisc.edu/2020/09/08/missionaries-and…d-the-potawatomi/,
9/8/2020,TRUE,TRUE,TRUE,Vulcan Bowling Pin,Vulcan Bowling Pin,"Antigo, WI",Page + Discussion,,"45.155180, -89.156450",-89.15653,45.155156,1953,1953,1953,Object,Manufacturing & Trade,Art Sport & Entertainment,Global Connections,,,,,https://wi101.wisc.edu/2020/09/08/vulcan-bowling-pin/,
7/7/2020,TRUE,,TRUE,Synagogue Window,The Arpin Settlement of Jewish Farmers ,"Arpin, WI",Page + Discussion,,"44.535370, -90.024422",-90.023771,44.535445,1904,1904,1904,Related,Ethnicity & Identity,Religion,,,,,,https://wi101.wisc.edu/2020/07/07/the-arpin-settle…f-jewish-farmers/,
7/7/2020,TRUE,,TRUE,Synagogue Window,The Growth of Sheboygan's Jewish Community,"Sheboygan, Wi ",Page + Discussion,,"43.766951, -87.721986",-87.721817,43.766863,1880-1942,1880,1942,Related,Manufacturing & Trade,Ethnicity & Identity,Religion,,,,,https://wi101.wisc.edu/2020/07/07/sheboygans-jewish-community/,
6/29/2020,TRUE,,TRUE,Esterly Broadcast Seeder,Industry and Manufacturing in the Whitewater Area,"Whitewater, WI",Page + Discussion,,"42.834869, -88.747040",-88.746761,42.83468,1830s-present,1830,2022,Related,Manufacturing & Trade,Ethnicity & Identity,Education,Food & Cooking,,,,https://wi101.wisc.edu/2020/06/29/industry-and-man…-whitewater-area/,
6/24/2020,TRUE,,FALSE,Racine Belles Movie Costume,"""Ringing the Community Belles"" - Racine's Professional Baseball Team","Racine, WI",Page + Discussion,,"42.730624, -87.801848",-87.801396,42.730621,1943-54,1943,1954,Related,Art Sport & Entertainment,Ethnicity & Identity,,,,,,https://wi101.wisc.edu/2020/06/24/ringing-the-community-belles/,
5/27/2020,TRUE,,TRUE,Earlene Fuller's Bowling Shirt,Earlene Fuller and the African American Bowling Scene in Milwaukee,"Milwaukee, WI",Page + Discussion,,"43.059460, -87.885480",-87.885482,43.059462,1970-1990s,1970,1999,Related,Art Sport & Entertainment,Clothing & Fashion,Ethnicity & Identity,,,,,https://wi101.wisc.edu/2020/05/27/earlene-fuller-a…ene-in-milwaukee/,
5/18/2020,TRUE,,TRUE,Polka Rhythms Bandstand,Pulaski - A Polka Town,"Pulaski, WI",Page + Discussion,,"44.672359, -88.242302",-88.242477,44.672555,1978,1978,1978,Related,Art Sport & Entertainment,Ethnicity & Identity,,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/05/18/pulaski-a-polka-town/,
5/17/2020,TRUE,,TRUE,Polka Rhythms Bandstand,Polka's Popularity in the United States,(No single location),Page + Discussion,,,0,0,1840s-1950s,1840,1959,Related,Art Sport & Entertainment,Ethnicity & Identity,Global Connections,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/05/17/polkas-popularit…he-united-states/,
5/11/2020,TRUE,,TRUE,X-Ray Shoe Fitting Machine,The Rise and Fall of Shoe Filling Fluoroscopes,(No single location),,,,0,0,1919-1960,1919,1960,Related,Science & Medicine,Clothing & Fashion,Manufacturing & Trade,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/05/11/the-rise-and-fal…ting-fluroscopes/,
5/4/2020,TRUE,,TRUE,Happy Days Bowling Shirt Costume,Happy Days and 1950s Sentimentality,"Milwaukee, WI",Page + Discussion,,"42.985839,-87.898556",-87.898477,42.985814,1973-1984,1973,1984,Related,Art Sport & Entertainment,,,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/05/04/happy-days/,
4/25/2020,TRUE,,TRUE,Racine Belles Movie Costume,Gender Norms and The All-American Girls' Professional Baseball League,(No single location),Page + Discussion,,,0,0,1942-1953,1942,1953,Related,Art Sport & Entertainment,Ethnicity & Identity,Clothing & Fashion,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/25/gender-norms-and-the-aagpbl/,
4/20/2020,TRUE,,TRUE,Pauline Pottery Covered Jar,Women in the American Art Pottery Movement,(No single location),Page + Discussion,,,0,0,late 1800s,1870,1899,Related,Art Sport & Entertainment,Manufacturing & Trade,Home Furnishings,Ethnicity & Identity,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/20/women-in-the-ame…pottery-movement/,
4/20/2020,TRUE,,TRUE,Pauline Pottery Covered Jar,The Pauline Pottery,"Edgerton, WI",Page + Discussion,,"42.833462, -89.069458",-89.069212,42.833559,1888-1909,1888,1909,Related,Art Sport & Entertainment,Manufacturing & Trade,Home Furnishings,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/20/the-pauline-pottery/,
4/13/2020,TRUE,,TRUE,Victor Berger Campaign Banner,Wisconsin's 1918 Special Election for Senator and the Trial of Victor Berger,"Milwaukee, WI",Page + Discussion,,"43.040241, -87.982394",-87.982544,43.040162,1918-1929,1918,1929,Related,Politics Society & Government,Global Connections,Ethnicity & Identity,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/13/wisconsins-1918-…of-victor-berger/,
4/13/2020,TRUE,,TRUE,Victor Berger Campaign Banner,Victor Berger and the Sewer Socialists,"Milwaukee, WI",Page + Discussion,,"43.040241, -87.982394",-87.982544,43.040162,1892-1960,1892,1960,Related,Politics Society & Government,Manufacturing & Trade,,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/13/victor-berger-an…sewer-socialists/,
4/6/2020,TRUE,,TRUE,Potawatomi Beaded 'Soldier Coat',Cheif Kahquados,"Door County, WI",Page + Discussion,,"45.128141, -87.235128",-87.23661,45.12798,1902-1930,1902,1930,Related,Ethnicity & Identity,Politics Society & Government,,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/04/06/chief-kahquados/,
3/27/2020,TRUE,,TRUE,Madison-Style Ice Boat,Ice Boating in Madison: A Bernard Family Tradition,"Madison, WI",Page + Discussion,"614 E Gorham St, Madison, WI 53703","43.081718, -89.382629",-89.382632,43.081724,1853,1853,1853,Related,Art Sport & Entertainment,Global Connections,Ethnicity & Identity,Transportation & Tourism,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/03/27/ice-boating-in-madison/,
3/20/2020,TRUE,,TRUE,Synagogue Window,Jewish Immigration from Russia to Sheboygan,"Sheboygan, WI",Page + Discussion,"bounded by 13th and 15th Streets, Geele Avenue on the north, and Bluff Avenue on the south","43.768411, -87.723591",-87.723685,43.768306,1880-1920s,1880,1929,Related,Ethnicity & Identity,Religion,Global Connections,,,Adaptation of Curator's Favorite Article,,https://wi101.wisc.edu/2020/03/20/jewish-immigrati…sia-to-sheboygan/,
2/10/2020,TRUE,,TRUE,N/A,Silsby's Steam Powered Pumper ,(No single location),Page + Discussion,,,0,0,1880s-1930s,1880,1939,Wade House Mini Tour,Science & Medicine,,,,,,,https://wi101.wisc.edu/2020/02/10/object-history-s…m-powered-pumper/,
2/1/2016,TRUE,,TRUE,Vulcan Bowling Pin,Milwaukee: The Bowling Capital of America ,"Milwaukee, WI",Page + Discussion,,"45.155180, -89.156450",-89.15653,45.155156,mid-19th cen - late 20th cen.,1840,1999,Related,Art Sport & Entertainment,Manufacturing & Trade,Global Connections,,,,,https://wi101.wisc.edu/2016/02/01/milwaukee-the-bo…pital-of-america/,
2/1/2016,TRUE,,TRUE,Vulcan Bowling Pin,Bowling in Japan,"Antigo, WI; Japan",,,"45.155180, -89.156450; 35.699255, 139.508254",0,0,1960s-70s,1960,1979,Related,Art Sport & Entertainment,Manufacturing & Trade,Global Connections,,,,,https://wi101.wisc.edu/2016/02/01/bowling-in-japan/,
9/1/2017,TRUE,,TRUE,Migrant Worker's Cabin,Migrant Workers and the Bond Pickle Company,"Oconto, WI",,,"44.899374, -87.895777",-87.895371,44.898794,1917-1970s,1917,1979,Related,Manufacturing & Trade,Ethnicity & Identity,Food & Cooking,Nature & Environment,,,,https://wi101.wisc.edu/2017/09/01/migrant-workers-…d-pickle-company/,
9/10/2019,TRUE,TRUE,TRUE,X-Ray Shoe Fitting Machine,X-Ray Shoe Fitting Machine,"Sturgeon Bay, WI",Page + Discussion,,"44.834209, -87.376266",-87.37623,44.834427,1940s,1940,1949,Object,Science & Medicine,Clothing & Fashion,,,,,,https://wi101.wisc.edu/2019/09/10/object-history-x…-fitting-machine/,
9/23/2019,TRUE,,TRUE,Clair Matthews' Feed Grinder,From Cow Feed to Korn Kurl,"Beloit, WI",Page + Discussion,,"42.508085, -88.988344",-88.988767,42.507378,mid-1930s - 1951,1935,1951,Related,Manufacturing & Trade,Food & Cooking,,,,,,https://wi101.wisc.edu/2019/09/23/from-cow-feed-to-korn-kurl/,
9/23/2019,TRUE,,TRUE,Clair Matthews' Feed Grinder,The Flakall Corporation,"Beloit, WI",Page + Discussion,,"42.508085, -88.988344",-88.988767,42.507378,1933,1933,1933,Related,Manufacturing & Trade,Science & Medicine,,,,,,https://wi101.wisc.edu/2019/09/23/the-flakall-corporation/,
12/1/2013,TRUE,,TRUE,Babcock Butterfat Tester,The Babcock Tester and the Wisconsin Idea ,"School of Ag, UW-Madison",Page + Discussion,"1450 Linden Dr, Madison, WI 53706","43.075180, -89.412460",-89.411465,43.074398,1890s,1890,1899,Related,Food & Cooking,Education,Manufacturing & Trade,,,,,https://wi101.wisc.edu/2013/12/01/the-babcock-test…e-wisconsin-idea/,
8/1/2014,TRUE,,TRUE,Penguin Server,Outdoor Grilling,(No single location),Page + Discussion,,,0,0,1950s-60s,1950,1969,Related,Food & Cooking,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2014/08/01/outdoor-grilling/,
7/1/2017,TRUE,,TRUE,Cherryland T-Shirt,Migrant Labor and Door County Cherries,"Door County, WI",Page + Discussion,,"45.156509, -87.171997",-87.171803,45.156419,1920s-60s,1920,1969,Related,Manufacturing & Trade,Food & Cooking,Transportation & Tourism,Politics Society & Government,Nature & Environment,,,https://wi101.wisc.edu/2017/07/01/migrant-labor-an…-county-cherries/,
10/1/2014,TRUE,,TRUE,Cassel Soda Bottle,Whitefish Bay Urbanization,"Whitefish Bay, WI",Page + Discussion,,"
43.114290, -87.895720",-87.896154,43.114047,1870s-1960s,1870,1969,Related,Manufacturing & Trade,Nature & Environment,Politics Society & Government,,,,,https://wi101.wisc.edu/2014/10/01/whitefish-bay-urbanization/,
9/1/2017,TRUE,,TRUE,Migrant Worker's Cabin,Wisconsin Migrant Housing Laws,(No single location),,,,0,0,1949-1961,1949,1961,Related,Politics Society & Government,Manufacturing & Trade,Ethnicity & Identity,Home Furnishings,,,,https://wi101.wisc.edu/2017/09/01/wisconsins-migrant-housing-laws/,
8/24/2018,TRUE,,TRUE,Paramount Records 78,The Record Production Process,"Grafton, WI",Page + Discussion,,"43.321571, -87.951797",-87.95182,43.321358,1920s,1920,1929,Related,Manufacturing & Trade,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2018/08/24/the-record-production-process/,
8/24/2018,TRUE,,TRUE,Paramount Records 78,Recruiting Talent,"Port Washington, WI",Page + Discussion,,"43.387421, -87.875893",-87.876131,43.387508,1920s,1920,1929,Related,Art Sport & Entertainment,,,,,,,https://wi101.wisc.edu/2018/08/24/recruiting-talent/,
6/15/2018,TRUE,,TRUE,A Hudson's Bay Company Point Blanket Coat,The Wasau Winter Frolic: Wasau's History as a Sports Capital,"Wausau, WI",Page + Discussion,,"44.962444, -89.628726",-89.629072,44.962303,1920s,1920,1929,Related,Art Sport & Entertainment,Transportation & Tourism,,,,,,https://wi101.wisc.edu/2018/06/15/winter-frolic/,
9/10/2018,TRUE,TRUE,TRUE,Victor Berger Campaign Banner,Victor Berger Campaign Banner,"Milwaukee, WI",Page + Discussion,,"43.040241, -87.982394",-87.982544,43.040162,1918,1918,1918,Object,Politics Society & Government,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2018/09/10/object-history-v…-campaign-banner/,
8/1/2014,TRUE,,TRUE,Penguin Server,Cocktail Parties,(No single location),Page + Discussion,,,0,0,1950s,1950,1959,Related,Food & Cooking,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2014/08/01/cocktail-parties/,
8/24/2018,TRUE,,TRUE,Paramount Records 78,Paramount Records,"Port Washington, WI",Page + Discussion,,"43.387421, -87.875893",-87.876131,43.387508,1917-1935,1917,1935,Related,Manufacturing & Trade,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2018/08/24/paramount-records/,
9/10/2018,TRUE,,TRUE,N/A,Vacuum,(No single location),Page + Discussion,,,0,0,1911,1911,1911,Wisc Hist Museum Mini Tour,Manufacturing & Trade,Home Furnishings,Science & Medicine,,,,,https://wi101.wisc.edu/2018/09/10/object-history-vacuum/,
5/24/2018,TRUE,,TRUE,Employers Mutual Audiometer,The 1911 Workman's Compensation Act and the Birth of an Industry,"Wausau, WI",,,"44.961920, -89.626048",-89.625919,44.961858,1911,1911,1911,Related,Politics Society & Government,Manufacturing & Trade,,,,,,https://wi101.wisc.edu/2018/05/24/workmans-compensation/,
7/1/2017,TRUE,,TRUE,Cherryland T-Shirt,The Cherry Industry in Door County,"Door County, WI",Page + Discussion,,"45.156509, -87.171997",-87.171803,45.156419,1891-1950s,1891,1959,Related,Manufacturing & Trade,Transportation & Tourism,Food & Cooking,Nature & Environment,,,,https://wi101.wisc.edu/2017/07/01/the-cherry-industry-in-door-county/,
5/24/2018,TRUE,,TRUE,Employers Mutual Audiometer,Promoting Workplace Safety,(No single location),Page + Discussion,,,0,0,1910s-1970s,1910,1970,Related,Manufacturing & Trade,Education,,,,,,https://wi101.wisc.edu/2018/05/24/workplace-safety/,
11/1/2017,TRUE,,TRUE,Door County Bookmobile ,Creating the Door County Bookmobile,"Door County, WI",Page + Discussion,,"44.833542, -87.374413",-87.374432,44.833606,1950,1950,1950,Related,Education,Politics Society & Government,Transportation & Tourism,,,,,https://wi101.wisc.edu/2017/11/01/creating-the-doo…ounty-bookmobile/,
4/9/2018,TRUE,TRUE,TRUE,La Crosse Normal School Fireplace,La Crosse Normal School Fireplace,"La Crosse, WI (university)",,"1725 State St, La Crosse, WI 54601","43.818439, -91.229187",-91.228722,43.818107,1909,1909,1909,Object,Home Furnishings,Education,Art Sport & Entertainment,,,,,https://wi101.wisc.edu/2018/04/09/object-history-l…school-fireplace/,
12/1/2013,TRUE,,TRUE,Babcock Butterfat Tester,The Men Behind the Butterfat Test,"School of Ag, UW-Madison",Page + Discussion,"1450 Linden Dr, Madison, WI 53706","43.075180, -89.412460",-89.411465,43.074398,1884,1884,1884,Related,Science & Medicine,Manufacturing & Trade,Food & Cooking,Education,,,,https://wi101.wisc.edu/2013/12/01/the-men-behind-the-butterfat-test/,
2/9/2018,TRUE,TRUE,TRUE,Lapham Peak Observation Tower,Lapham Peak Observation Tower,"Delafield, WI",,"W329 N846, County C, Delafield, WI 53018","43.032513, -88.392395",-88.393029,43.033262,1904,1904,1904,Object,Science & Medicine,Nature & Environment,Politics Society & Government,,,,,https://wi101.wisc.edu/2018/02/09/object-history-l…bservation-tower/,
2/10/2020,TRUE,TRUE,TRUE,Settlement Cook Book,Settlement Cook Book,"Milwaukee, WI",Page + Discussion,"507 S 5th St
Milwaukee, WI 53204","43.025820, -87.916900",-87.917057,43.025832,1901,1901,1901,Object,Food & Cooking,Ethnicity & Identity,,,,,,https://wi101.wisc.edu/2020/02/10/object-history-s…lement-cook-book/,
5/9/2018,TRUE,,TRUE,Yerkes Telescope,Astronomy in the 1900s,"Williams Bay, WI",Page + Discussion,,,0,0,1900s,1900,1999,Related,Science & Medicine,Education,,,,,,https://wi101.wisc.edu/2018/05/09/astronomy-in-the-1900s/,
8/1/2014,TRUE,,TRUE,Penguin Server,The Aluminum Indistry and Wartime Demands ,"West Bend, WI",,,"43.431767, -88.186217",-88.185958,43.432539,1941-1945,1941,1945,Related,Manufacturing & Trade,Politics Society & Government,Global Connections,,,,,https://wi101.wisc.edu/2014/08/01/the-aluminum-ind…-wartime-demands/,
6/15/2018,TRUE,,TRUE,A Hudson's Bay Company Point Blanket Coat,The Wausau Group: The Businessmen Who Revived Wasau's Economy,"Wausau, WI",Page + Discussion,,"44.962444, -89.628726",-89.629072,44.962303,early 1900s,1900,1930,Related,Manufacturing & Trade,Nature & Environment,Transportation & Tourism,,,,,https://wi101.wisc.edu/2018/06/15/wausau/,
12/1/2013,TRUE,,TRUE,Babcock Butterfat Tester,Becoming the Dairy State,(No single location),Page + Discussion,,,0,0,1870s,1870,1879,Related,Manufacturing & Trade,Food & Cooking,,,,,,https://wi101.wisc.edu/2013/12/01/becoming-the-dairy-state/,
5/21/2018,TRUE,,TRUE,The SS Meteor,Great Lakes Shipping and the SS Meteor,(No single location),,,,0,0,1896-1969,1896,1969,Related,Transportation & Tourism,Manufacturing & Trade,Nature & Environment,,,,,https://wi101.wisc.edu/2018/05/21/great-lakes-shipping/,
9/10/2018,TRUE,TRUE,TRUE,The SS Meteor,The SS Meteor,"Superior, WI",Page + Discussion,,"46.720776, -92.104080",-92.104081,46.720886,1896,1896,1896,Object,Transportation & Tourism,Manufacturing & Trade,,,,,,https://wi101.wisc.edu/2018/09/10/object-history-the-ss-meteor/,
9/10/2019,TRUE,TRUE,TRUE,Yerkes Telescope,Yerkes Telescope,"Williams Bay, WI",Page + Discussion,"373 W Geneva St, Williams Bay, WI 53191","42.574720, -88.555930",-88.556016,42.574998,1895,1895,1895,Object,Science & Medicine,Education,,,,,,https://wi101.wisc.edu/2019/09/10/object-history-yerkes-telescope/,
6/19/2018,TRUE,,FALSE,A Hudson's Bay Company Point Blanket Coat,Emelie Manthei's Point Blanket Coat,"Wausau, WI",Page + Discussion,,"44.962444, -89.628726",-89.629072,44.962303,1930s,1930,1939,Related,Clothing & Fashion,Art Sport & Entertainment,,,,,,https://wi101.wisc.edu/2018/06/19/emelies-coat/,
5/9/2018,TRUE,,TRUE,Yerkes Telescope,Yerkes Telescope Construction and Use,"Williams Bay, WI",Page + Discussion,,"42.574720, -88.555930",-88.556016,42.574998,1894-present,1894,2022,Related,Science & Medicine,Education,,,,,,https://wi101.wisc.edu/2018/05/09/yerkes-telescope-construction/,
10/1/2014,TRUE,,TRUE,Cassel Soda Bottle,Milwaukee Resort Towns,"Milwaukee, WI",Page + Discussion,,"
43.114290, -87.895720",-87.896154,43.114047,1880s,1880,1889,Related,Manufacturing & Trade,Transportation & Tourism,Food & Cooking,,,,,https://wi101.wisc.edu/2014/10/01/milwaukee-resort-towns/,
10/1/2014,TRUE,,TRUE,Cassel Soda Bottle,History of Soda Bottles,(No single location),Page + Discussion,,,0,0,1806,1806,1806,Related,Manufacturing & Trade,Food & Cooking,,,,,,https://wi101.wisc.edu/2014/10/01/history-of-soda-bottles/,
10/1/2015,TRUE,,TRUE,CCC Pillow Sham,The Great Depression in Langlade County,"Langlade County, WI",Page + Discussion,,"45.359350, -88.910520",-88.91078,45.359383,1930s,1930,1939,Related,Manufacturing & Trade,Politics Society & Government,Nature & Environment,,,,,https://wi101.wisc.edu/2015/10/01/the-great-depres…-langlade-county/,
1/1/2017,TRUE,,TRUE,Fromm Fox Fur Coat,The Fromm Fur Farm,"Hamburg, WI",Page + Discussion,,"45.090574, -89.885330",-89.886175,45.090996,1909-1970s,1909,1979,Related,Manufacturing & Trade,Clothing & Fashion,Nature & Environment,,,,,https://wi101.wisc.edu/2017/01/01/the-fromm-fur-farm/,
9/10/2019,TRUE,TRUE,TRUE,Wilson Place Door,Wilson Place Door,"Menomonie, WI",Page + Discussion,"712 Broadway St S, Menomonie, WI 54751","44.888611, -91.929459",-91.929601,44.888562,1890-1910,1890,1910,Object,Art Sport & Entertainment,Home Furnishings,,,,,,https://wi101.wisc.edu/2019/09/10/object-history-wilson-place-door/,
11/30/2018,TRUE,,TRUE,Sterling Safety Bicycle ,The 1890s Bicycle Craze in Wisconsin,(No single location),Page + Discussion,,,0,0,1890s,1890,1899,Related,Transportation & Tourism,,,,,,,https://wi101.wisc.edu/2018/11/30/bicycle-craze-in-wisconsin/,
11/1/2018,TRUE,,TRUE,Sterling Safety Bicycle ,Wisconsin Road Conditions ,(No single location),Page + Discussion,,,0,0,1890s,1890,1899,Related,Transportation & Tourism,Manufacturing & Trade,Politics Society & Government,,,,,https://wi101.wisc.edu/2018/11/01/wisconsin-road-conditions/,
5/24/2018,TRUE,,FALSE,Mepps Fishing Lure,Mepps Lures: The Antigo Connection,"Antigo, WI; France",Page + Discussion,,"45.142581, -89.139686; 48.432024, -4.701980",0,0,late 1940s,1947,1949,Related,Manufacturing & Trade,Global Connections,Nature & Environment,Art Sport & Entertainment,,,,https://wi101.wisc.edu/2018/05/24/the-antigo-connection/,
5/24/2018,TRUE,,FALSE,Mepps Fishing Lure,Building a Tourism Industry in Northern Wisconsin,"Langlade County, WI",Page + Discussion,,"45.499251, -89.168042",-89.167545,45.499126,1920s,1920,1929,Related,Manufacturing & Trade,Transportation & Tourism,,,,,,https://wi101.wisc.edu/2018/05/24/tourism-northern-wisconsin/,
5/24/2018,TRUE,,FALSE,Mepps Fishing Lure,Squirrel Tails Wanted? The Improved Mepps Lure,"Wolf River, WI",Page + Discussion,,"45.192360, -88.742145",-88.741514,45.193382,1960s,1960,1969,Related,Manufacturing & Trade,Nature & Environment,Transportation & Tourism,Art Sport & Entertainment,,,,https://wi101.wisc.edu/2018/05/24/squirrel-tails/,
5/24/2018,TRUE,,FALSE,Mepps Fishing Lure,The Wolf River,"Wolf River, WI",Page + Discussion,,"45.192360, -88.742145",-88.741514,45.193382,,,,Related,Nature & Environment,Transportation & Tourism,Politics Society & Government,Manufacturing & Trade,,,,https://wi101.wisc.edu/2018/05/24/wolf-river/,
5/24/2018,TRUE,,FALSE,"Old Abe, the Live War Eagle",Old Abe's Visual Legacy,(No single location),,,,0,0,1881-present ,1881,2022,Related,Politics Society & Government,,,,,,,https://wi101.wisc.edu/2018/05/24/old-abes-legacy/,
10/1/2014,TRUE,,TRUE,Cassel Soda Bottle,Soda's Role in Prohibition,(No single location),,,,0,0,1920-1933,1920,1933,Related,Manufacturing & Trade,Politics Society & Government,Food & Cooking,,,,,https://wi101.wisc.edu/2014/10/01/sodas-role-in-prohibition/,
1/1/2017,TRUE,,TRUE,Fromm Fox Fur Coat,The Fromm Brand and the Hamburg Fur Auction,"Hamburg, WI",Page + Discussion,,"45.090574, -89.885330",-89.886175,45.090996,1928-1940s,1928,1949,Related,Manufacturing & Trade,Clothing & Fashion,Global Connections,,,,,https://wi101.wisc.edu/2017/01/01/the-fromm-brand-…burg-fur-auction/,
12/9/2017,TRUE,TRUE,TRUE,Fromm Fox Fur Coat,Fromm Fox Fur Coat,"Hamburg, WI",Page + Discussion,,"45.090574, -89.885330",-89.886175,45.090996,1900-1930s,1900,1939,Object,Manufacturing & Trade,Clothing & Fashion,,,,Image in object list doesn't show the fur coat itself,,https://wi101.wisc.edu/2017/12/09/object-history-fromm-fox-fur-coat/,
1/1/2017,TRUE,,TRUE,Fromm Fox Fur Coat,Fashion and Fur,(No single location),Page + Discussion,,,0,0,late 19th cen - 1930s,1870,1939,Related,Manufacturing & Trade,Clothing & Fashion,Global Connections,Nature & Environment,,,,https://wi101.wisc.edu/2017/01/01/fashion-and-fur/,
7/16/2018,TRUE,,TRUE,Paramount Records 78,The Wisconsin Chair Company,"Port Washington, WI",Page + Discussion,,"43.387421, -87.875893",-87.876131,43.387508,1888,1888,1888,Related,Manufacturing & Trade,Home Furnishings,Art Sport & Entertainment,,,,,https://wi101.wisc.edu/2018/07/16/wisconsin-chair-company/,
5/21/2018,TRUE,,TRUE,The SS Meteor,The American Steel Barge Company,"Superior, WI",,,"46.720776, -92.104080",-92.104081,46.720886,1888,1888,1888,Related,Transportation & Tourism,Manufacturing & Trade,Food & Cooking,,,,,https://wi101.wisc.edu/2018/05/21/american-steel-barge-company/,
1/1/2017,TRUE,,TRUE,Fromm Fox Fur Coat,Canine Distemper and the Fromm Vaccine,"Hamburg, WI",Page + Discussion,,"45.090574, -89.885330",-89.886175,45.090996,1924,1924,1924,Related,Science & Medicine,Nature & Environment,Manufacturing & Trade,,,,,https://wi101.wisc.edu/2017/01/01/canine-distemper…he-fromm-vaccine/,
8/1/2014,TRUE,,TRUE,Penguin Server,The West Bend Aluminum Company,"West Bend, WI",,,"43.431767, -88.186217",-88.185958,43.432539,1911,1911,1911,Related,Manufacturing & Trade,Food & Cooking,Science & Medicine,,,,,https://wi101.wisc.edu/2014/08/01/the-west-bend-aluminum-company/,
2/10/2020,TRUE,TRUE,TRUE,N/A,Slate,"Waukesha County, WI",Page + Discussion,"W372 S9727 WI-67, Eagle, WI 53119","42.872667, -88.491004",-88.484264,42.870478,1882,1882,1882,Old World Wisconsin Mini Tour,Education,Home Furnishings,,,,,,https://wi101.wisc.edu/2020/02/10/object-history-slate/,
10/1/2016,TRUE,,TRUE,Horlick's Malted Milk ,The Father of Malted Milk,"Racine, WI; England",Page + Discussion,,"42.739500, -87.805270; 51.516800, -0.599920",0,0,1875-1936,1875,1936,Related,Global Connections,Manufacturing & Trade,Food & Cooking,,,,,https://wi101.wisc.edu/2016/10/01/the-father-of-malted-milk/,
10/1/2016,TRUE,,TRUE,Horlick's Malted Milk ,Horlick's Malted Milk Company,"Racine, WI; England",,,"42.739500, -87.805270",-87.805235,42.739434,1875,1875,1875,Related,Food & Cooking,Manufacturing & Trade,Global Connections,,,,,https://wi101.wisc.edu/2016/10/01/horlicks-malted-milk-company/,
8/3/2018,TRUE,,TRUE,Horlick's Malted Milk ,Malted Milk and Infant Nutrition,(No single location),Page + Discussion,,,0,0,1880s,1880,1889,Related,Food & Cooking,Manufacturing & Trade,Science & Medicine,Global Connections,,,,https://wi101.wisc.edu/2018/08/03/infant-nutrition/,
